POSITION,1,E:\double-sphere data\h2s1-2.avi,ft,0,0,1,
  ImageNr.,        TimeFromTrig.,                   X0,                   Y0,                    Absolute Time,
         6,          0.006000000,                  315,                 -147,Sun Apr 21 2019 04:59:52.006000.00,
         7,          0.007000000,                  315,                 -157,Sun Apr 21 2019 04:59:52.007000.00,
         8,          0.008000000,                  315,                 -167,Sun Apr 21 2019 04:59:52.008000.00,
         9,          0.009000001,                  315,                 -177,Sun Apr 21 2019 04:59:52.009000.00,
        10,          0.010000001,                  316,                 -188,Sun Apr 21 2019 04:59:52.010000.00,
        11,          0.011000000,                  316,                 -198,Sun Apr 21 2019 04:59:52.011000.00,
        12,          0.012000000,                  316,                 -208,Sun Apr 21 2019 04:59:52.012000.00,
        13,          0.013000000,                  316,                 -216,Sun Apr 21 2019 04:59:52.013000.00,
        14,          0.014000000,                  317,                 -216,Sun Apr 21 2019 04:59:52.014000.00,
        15,          0.015000001,                  317,                 -216,Sun Apr 21 2019 04:59:52.015000.00,
        16,          0.016000001,                  318,                 -216,Sun Apr 21 2019 04:59:52.016000.00,
        17,          0.017000000,                  318,                 -216,Sun Apr 21 2019 04:59:52.017000.00,
        18,          0.018000000,                  318,                 -216,Sun Apr 21 2019 04:59:52.018000.00,
        19,          0.019000000,                  319,                 -216,Sun Apr 21 2019 04:59:52.019000.00,
        20,          0.020000000,                  319,                 -216,Sun Apr 21 2019 04:59:52.020000.00,
        21,          0.021000001,                  320,                 -216,Sun Apr 21 2019 04:59:52.021000.00,
        22,          0.022000001,                  320,                 -216,Sun Apr 21 2019 04:59:52.022000.00,
        23,          0.023000000,                  320,                 -216,Sun Apr 21 2019 04:59:52.023000.00,
        24,          0.024000000,                  320,                 -217,Sun Apr 21 2019 04:59:52.024000.00,
        25,          0.025000000,                  321,                 -217,Sun Apr 21 2019 04:59:52.025000.00,
        26,          0.026000001,                  321,                 -217,Sun Apr 21 2019 04:59:52.026000.00,
        27,          0.027000001,                  321,                 -218,Sun Apr 21 2019 04:59:52.027000.00,
        28,          0.028000000,                  322,                 -218,Sun Apr 21 2019 04:59:52.028000.00,
        29,          0.029000000,                  322,                 -218,Sun Apr 21 2019 04:59:52.029000.00,
        30,          0.030000000,                  322,                 -218,Sun Apr 21 2019 04:59:52.030000.00,
        31,          0.031000000,                  323,                 -218,Sun Apr 21 2019 04:59:52.031000.00,
        32,          0.032000001,                  323,                 -219,Sun Apr 21 2019 04:59:52.032000.00,
        33,          0.033000001,                  323,                 -219,Sun Apr 21 2019 04:59:52.033000.00,
        34,          0.034000000,                  324,                 -219,Sun Apr 21 2019 04:59:52.034000.00,
        35,          0.035000000,                  324,                 -220,Sun Apr 21 2019 04:59:52.035000.00,
        36,          0.036000000,                  324,                 -220,Sun Apr 21 2019 04:59:52.036000.00,
        37,          0.037000000,                  325,                 -221,Sun Apr 21 2019 04:59:52.037000.00,
        38,          0.038000001,                  325,                 -221,Sun Apr 21 2019 04:59:52.038000.00,
        39,          0.039000001,                  326,                 -222,Sun Apr 21 2019 04:59:52.039000.00,
        40,          0.040000000,                  326,                 -222,Sun Apr 21 2019 04:59:52.040000.00,
        41,          0.041000000,                  326,                 -223,Sun Apr 21 2019 04:59:52.041000.00,
