POSITION,1,F:\double-sphere data\h4s1-4.avi,ft,0,0,1,
  ImageNr.,        TimeFromTrig.,                   X0,                   Y0,                    Absolute Time,
        11,          0.011000000,                  282,                 -199,Thu May 23 2019 05:35:59.011000.00,
        12,          0.012000000,                  281,                 -206,Thu May 23 2019 05:35:59.012000.00,
        13,          0.013000000,                  280,                 -214,Thu May 23 2019 05:35:59.013000.00,
        14,          0.014000000,                  279,                 -221,Thu May 23 2019 05:35:59.014000.00,
        15,          0.015000001,                  278,                 -229,Thu May 23 2019 05:35:59.015000.00,
        16,          0.016000001,                  276,                 -232,Thu May 23 2019 05:35:59.016000.00,
        17,          0.017000000,                  273,                 -234,Thu May 23 2019 05:35:59.017000.00,
        18,          0.018000000,                  271,                 -235,Thu May 23 2019 05:35:59.018000.00,
        19,          0.019000000,                  268,                 -236,Thu May 23 2019 05:35:59.019000.00,
        20,          0.020000000,                  266,                 -238,Thu May 23 2019 05:35:59.020000.00,
        21,          0.021000001,                  263,                 -239,Thu May 23 2019 05:35:59.021000.00,
        22,          0.022000001,                  261,                 -241,Thu May 23 2019 05:35:59.022000.00,
        23,          0.023000000,                  258,                 -242,Thu May 23 2019 05:35:59.023000.00,
        24,          0.024000000,                  255,                 -244,Thu May 23 2019 05:35:59.024000.00,
        25,          0.025000000,                  253,                 -245,Thu May 23 2019 05:35:59.025000.00,
        26,          0.026000001,                  250,                 -247,Thu May 23 2019 05:35:59.026000.00,
        27,          0.027000001,                  248,                 -248,Thu May 23 2019 05:35:59.027000.00,
        28,          0.028000000,                  245,                 -250,Thu May 23 2019 05:35:59.028000.00,
        29,          0.029000000,                  242,                 -251,Thu May 23 2019 05:35:59.029000.00,
        30,          0.030000000,                  240,                 -253,Thu May 23 2019 05:35:59.030000.00,
        31,          0.031000000,                  237,                 -254,Thu May 23 2019 05:35:59.031000.00,
        32,          0.032000001,                  235,                 -256,Thu May 23 2019 05:35:59.032000.00,
        33,          0.033000001,                  232,                 -257,Thu May 23 2019 05:35:59.033000.00,
        34,          0.034000000,                  230,                 -259,Thu May 23 2019 05:35:59.034000.00,
        35,          0.035000000,                  227,                 -260,Thu May 23 2019 05:35:59.035000.00,
        36,          0.036000000,                  225,                 -262,Thu May 23 2019 05:35:59.036000.00,
        37,          0.037000000,                  222,                 -264,Thu May 23 2019 05:35:59.037000.00,
        38,          0.038000001,                  220,                 -265,Thu May 23 2019 05:35:59.038000.00,
        39,          0.039000001,                  217,                 -267,Thu May 23 2019 05:35:59.039000.00,
        40,          0.040000000,                  214,                 -269,Thu May 23 2019 05:35:59.040000.00,
        41,          0.041000000,                  212,                 -270,Thu May 23 2019 05:35:59.041000.00,
        42,          0.042000000,                  210,                 -272,Thu May 23 2019 05:35:59.042000.00,
        43,          0.043000001,                  207,                 -274,Thu May 23 2019 05:35:59.043000.00,
        44,          0.044000001,                  205,                 -276,Thu May 23 2019 05:35:59.044000.00,
        45,          0.045000000,                  202,                 -277,Thu May 23 2019 05:35:59.045000.00,
        46,          0.046000000,                  200,                 -279,Thu May 23 2019 05:35:59.046000.00,
        47,          0.047000000,                  197,                 -280,Thu May 23 2019 05:35:59.047000.00,
        48,          0.048000000,                  195,                 -282,Thu May 23 2019 05:35:59.048000.00,
        49,          0.049000001,                  192,                 -284,Thu May 23 2019 05:35:59.049000.00,
        50,          0.050000001,                  190,                 -286,Thu May 23 2019 05:35:59.050000.00,
        51,          0.051000000,                  188,                 -288,Thu May 23 2019 05:35:59.051000.00,
