POSITION,1,F:\double-sphere data\h4s1-2.avi,ft,0,0,1,
  ImageNr.,        TimeFromTrig.,                   X0,                   Y0,                    Absolute Time,
         5,          0.005000000,                  271,                 -322,Wed May 22 2019 10:01:34.005000.00,
         6,          0.006000000,                  271,                 -322,Wed May 22 2019 10:01:34.006000.00,
         7,          0.007000000,                  271,                 -322,Wed May 22 2019 10:01:34.007000.00,
         8,          0.008000000,                  271,                 -322,Wed May 22 2019 10:01:34.008000.00,
         9,          0.009000001,                  271,                 -322,Wed May 22 2019 10:01:34.009000.00,
        10,          0.010000001,                  271,                 -322,Wed May 22 2019 10:01:34.010000.00,
        11,          0.011000000,                  271,                 -322,Wed May 22 2019 10:01:34.011000.00,
        12,          0.012000000,                  271,                 -322,Wed May 22 2019 10:01:34.012000.00,
        13,          0.013000000,                  271,                 -322,Wed May 22 2019 10:01:34.013000.00,
        14,          0.014000000,                  271,                 -322,Wed May 22 2019 10:01:34.014000.00,
        15,          0.015000001,                  271,                 -322,Wed May 22 2019 10:01:34.015000.00,
        16,          0.016000001,                  271,                 -323,Wed May 22 2019 10:01:34.016000.00,
        17,          0.017000000,                  271,                 -327,Wed May 22 2019 10:01:34.017000.00,
        18,          0.018000000,                  271,                 -334,Wed May 22 2019 10:01:34.018000.00,
        19,          0.019000000,                  271,                 -340,Wed May 22 2019 10:01:34.019000.00,
        20,          0.020000000,                  271,                 -347,Wed May 22 2019 10:01:34.020000.00,
        21,          0.021000001,                  271,                 -353,Wed May 22 2019 10:01:34.021000.00,
        22,          0.022000001,                  271,                 -360,Wed May 22 2019 10:01:34.022000.00,
        23,          0.023000000,                  271,                 -366,Wed May 22 2019 10:01:34.023000.00,
        24,          0.024000000,                  272,                 -373,Wed May 22 2019 10:01:34.024000.00,
        25,          0.025000000,                  272,                 -380,Wed May 22 2019 10:01:34.025000.00,
        26,          0.026000001,                  272,                 -387,Wed May 22 2019 10:01:34.026000.00,
        27,          0.027000001,                  272,                 -394,Wed May 22 2019 10:01:34.027000.00,
        28,          0.028000000,                  272,                 -400,Wed May 22 2019 10:01:34.028000.00,
        29,          0.029000000,                  273,                 -407,Wed May 22 2019 10:01:34.029000.00,
        30,          0.030000000,                  273,                 -414,Wed May 22 2019 10:01:34.030000.00,
        31,          0.031000000,                  273,                 -421,Wed May 22 2019 10:01:34.031000.00,
        32,          0.032000001,                  273,                 -428,Wed May 22 2019 10:01:34.032000.00,
        33,          0.033000001,                  273,                 -434,Wed May 22 2019 10:01:34.033000.00,
        34,          0.034000000,                  274,                 -441,Wed May 22 2019 10:01:34.034000.00,
        35,          0.035000000,                  274,                 -448,Wed May 22 2019 10:01:34.035000.00,
        36,          0.036000000,                  274,                 -455,Wed May 22 2019 10:01:34.036000.00,
        37,          0.037000000,                  274,                 -462,Wed May 22 2019 10:01:34.037000.00,
        38,          0.038000001,                  275,                 -468,Wed May 22 2019 10:01:34.038000.00,
        39,          0.039000001,                  275,                 -475,Wed May 22 2019 10:01:34.039000.00,
        40,          0.040000000,                  275,                 -482,Wed May 22 2019 10:01:34.040000.00,
        41,          0.041000000,                  275,                 -488,Wed May 22 2019 10:01:34.041000.00,
        42,          0.042000000,                  276,                 -495,Wed May 22 2019 10:01:34.042000.00,
        43,          0.043000001,                  276,                 -502,Wed May 22 2019 10:01:34.043000.00,
        44,          0.044000001,                  276,                 -508,Wed May 22 2019 10:01:34.044000.00,
        45,          0.045000000,                  276,                 -515,Wed May 22 2019 10:01:34.045000.00,
        46,          0.046000000,                  276,                 -521,Wed May 22 2019 10:01:34.046000.00,
        47,          0.047000000,                  276,                 -527,Wed May 22 2019 10:01:34.047000.00,
        48,          0.048000000,                  277,                 -534,Wed May 22 2019 10:01:34.048000.00,
        49,          0.049000001,                  277,                 -540,Wed May 22 2019 10:01:34.049000.00,
        50,          0.050000001,                  277,                 -547,Wed May 22 2019 10:01:34.050000.00,
        51,          0.051000000,                  277,                 -553,Wed May 22 2019 10:01:34.051000.00,
        52,          0.052000000,                  277,                 -560,Wed May 22 2019 10:01:34.052000.00,
        53,          0.053000000,                  277,                 -566,Wed May 22 2019 10:01:34.053000.00,
        54,          0.054000000,                  278,                 -573,Wed May 22 2019 10:01:34.054000.00,
        55,          0.055000001,                  278,                 -579,Wed May 22 2019 10:01:34.055000.00,
        56,          0.056000001,                  278,                 -585,Wed May 22 2019 10:01:34.056000.00,
        57,          0.057000000,                  278,                 -592,Wed May 22 2019 10:01:34.057000.00,
        58,          0.058000000,                  278,                 -598,Wed May 22 2019 10:01:34.058000.00,
        59,          0.059000000,                  278,                 -604,Wed May 22 2019 10:01:34.059000.00,
        60,          0.060000001,                  278,                 -610,Wed May 22 2019 10:01:34.060000.00,
        61,          0.061000001,                  279,                 -617,Wed May 22 2019 10:01:34.061000.00,
        62,          0.062000000,                  279,                 -623,Wed May 22 2019 10:01:34.062000.00,
        63,          0.063000000,                  279,                 -629,Wed May 22 2019 10:01:34.063000.00,
        64,          0.064000000,                  279,                 -635,Wed May 22 2019 10:01:34.064000.00,
        65,          0.065000000,                  279,                 -641,Wed May 22 2019 10:01:34.065000.00,
        66,          0.066000001,                  279,                 -647,Wed May 22 2019 10:01:34.066000.00,
        67,          0.067000001,                  279,                 -654,Wed May 22 2019 10:01:34.067000.00,
        68,          0.068000000,                  280,                 -660,Wed May 22 2019 10:01:34.068000.00,
        69,          0.069000000,                  280,                 -666,Wed May 22 2019 10:01:34.069000.00,
        70,          0.070000000,                  280,                 -672,Wed May 22 2019 10:01:34.070000.00,
        71,          0.071000000,                  280,                 -678,Wed May 22 2019 10:01:34.071000.00,
        72,          0.072000001,                  280,                 -684,Wed May 22 2019 10:01:34.072000.00,
        73,          0.073000001,                  281,                 -690,Wed May 22 2019 10:01:34.073000.00,
        74,          0.074000000,                  281,                 -696,Wed May 22 2019 10:01:34.074000.00,
        75,          0.075000000,                  281,                 -702,Wed May 22 2019 10:01:34.075000.00,
        76,          0.076000000,                  281,                 -708,Wed May 22 2019 10:01:34.076000.00,
        77,          0.077000001,                  281,                 -714,Wed May 22 2019 10:01:34.077000.00,
        78,          0.078000001,                  281,                 -720,Wed May 22 2019 10:01:34.078000.00,
        79,          0.079000000,                  281,                 -726,Wed May 22 2019 10:01:34.079000.00,
