POSITION,1,E:\double-sphere data\h3s1-1.avi,ft,0,0,1,
  ImageNr.,        TimeFromTrig.,                   X0,                   Y0,                    Absolute Time,
        12,          0.012000000,                  274,                 -323,Sun Apr 21 2019 05:18:40.012000.00,
        13,          0.013000000,                  274,                 -323,Sun Apr 21 2019 05:18:40.013000.00,
        14,          0.014000000,                  274,                 -323,Sun Apr 21 2019 05:18:40.014000.00,
        15,          0.015000001,                  274,                 -323,Sun Apr 21 2019 05:18:40.015000.00,
        16,          0.016000001,                  274,                 -323,Sun Apr 21 2019 05:18:40.016000.00,
        17,          0.017000000,                  274,                 -323,Sun Apr 21 2019 05:18:40.017000.00,
        18,          0.018000000,                  274,                 -323,Sun Apr 21 2019 05:18:40.018000.00,
        19,          0.019000000,                  274,                 -323,Sun Apr 21 2019 05:18:40.019000.00,
        20,          0.020000000,                  274,                 -323,Sun Apr 21 2019 05:18:40.020000.00,
        21,          0.021000001,                  274,                 -323,Sun Apr 21 2019 05:18:40.021000.00,
        22,          0.022000001,                  274,                 -323,Sun Apr 21 2019 05:18:40.022000.00,
        23,          0.023000000,                  275,                 -325,Sun Apr 21 2019 05:18:40.023000.00,
        24,          0.024000000,                  275,                 -332,Sun Apr 21 2019 05:18:40.024000.00,
        25,          0.025000000,                  274,                 -339,Sun Apr 21 2019 05:18:40.025000.00,
        26,          0.026000001,                  274,                 -346,Sun Apr 21 2019 05:18:40.026000.00,
        27,          0.027000001,                  274,                 -354,Sun Apr 21 2019 05:18:40.027000.00,
        28,          0.028000000,                  274,                 -362,Sun Apr 21 2019 05:18:40.028000.00,
        29,          0.029000000,                  274,                 -370,Sun Apr 21 2019 05:18:40.029000.00,
        30,          0.030000000,                  274,                 -378,Sun Apr 21 2019 05:18:40.030000.00,
        31,          0.031000000,                  274,                 -386,Sun Apr 21 2019 05:18:40.031000.00,
        32,          0.032000001,                  274,                 -395,Sun Apr 21 2019 05:18:40.032000.00,
        33,          0.033000001,                  275,                 -403,Sun Apr 21 2019 05:18:40.033000.00,
        34,          0.034000000,                  275,                 -411,Sun Apr 21 2019 05:18:40.034000.00,
        35,          0.035000000,                  275,                 -419,Sun Apr 21 2019 05:18:40.035000.00,
        36,          0.036000000,                  275,                 -427,Sun Apr 21 2019 05:18:40.036000.00,
        37,          0.037000000,                  275,                 -435,Sun Apr 21 2019 05:18:40.037000.00,
        38,          0.038000001,                  275,                 -443,Sun Apr 21 2019 05:18:40.038000.00,
        39,          0.039000001,                  276,                 -451,Sun Apr 21 2019 05:18:40.039000.00,
        40,          0.040000000,                  276,                 -459,Sun Apr 21 2019 05:18:40.040000.00,
        41,          0.041000000,                  276,                 -467,Sun Apr 21 2019 05:18:40.041000.00,
        42,          0.042000000,                  276,                 -475,Sun Apr 21 2019 05:18:40.042000.00,
        43,          0.043000001,                  276,                 -483,Sun Apr 21 2019 05:18:40.043000.00,
        44,          0.044000001,                  276,                 -491,Sun Apr 21 2019 05:18:40.044000.00,
        45,          0.045000000,                  277,                 -499,Sun Apr 21 2019 05:18:40.045000.00,
        46,          0.046000000,                  277,                 -507,Sun Apr 21 2019 05:18:40.046000.00,
        47,          0.047000000,                  277,                 -515,Sun Apr 21 2019 05:18:40.047000.00,
        48,          0.048000000,                  277,                 -523,Sun Apr 21 2019 05:18:40.048000.00,
        49,          0.049000001,                  278,                 -531,Sun Apr 21 2019 05:18:40.049000.00,
        50,          0.050000001,                  278,                 -539,Sun Apr 21 2019 05:18:40.050000.00,
        51,          0.051000000,                  278,                 -547,Sun Apr 21 2019 05:18:40.051000.00,
        52,          0.052000000,                  278,                 -555,Sun Apr 21 2019 05:18:40.052000.00,
        53,          0.053000000,                  278,                 -563,Sun Apr 21 2019 05:18:40.053000.00,
        54,          0.054000000,                  279,                 -570,Sun Apr 21 2019 05:18:40.054000.00,
        55,          0.055000001,                  279,                 -578,Sun Apr 21 2019 05:18:40.055000.00,
        56,          0.056000001,                  279,                 -586,Sun Apr 21 2019 05:18:40.056000.00,
        57,          0.057000000,                  279,                 -593,Sun Apr 21 2019 05:18:40.057000.00,
        58,          0.058000000,                  279,                 -601,Sun Apr 21 2019 05:18:40.058000.00,
        59,          0.059000000,                  279,                 -609,Sun Apr 21 2019 05:18:40.059000.00,
        60,          0.060000001,                  279,                 -616,Sun Apr 21 2019 05:18:40.060000.00,
        61,          0.061000001,                  279,                 -624,Sun Apr 21 2019 05:18:40.061000.00,
        62,          0.062000000,                  279,                 -632,Sun Apr 21 2019 05:18:40.062000.00,
        63,          0.063000000,                  280,                 -639,Sun Apr 21 2019 05:18:40.063000.00,
        64,          0.064000000,                  280,                 -647,Sun Apr 21 2019 05:18:40.064000.00,
        65,          0.065000000,                  280,                 -655,Sun Apr 21 2019 05:18:40.065000.00,
        66,          0.066000001,                  280,                 -662,Sun Apr 21 2019 05:18:40.066000.00,
        67,          0.067000001,                  281,                 -670,Sun Apr 21 2019 05:18:40.067000.00,
        68,          0.068000000,                  281,                 -677,Sun Apr 21 2019 05:18:40.068000.00,
        69,          0.069000000,                  281,                 -685,Sun Apr 21 2019 05:18:40.069000.00,
        70,          0.070000000,                  281,                 -692,Sun Apr 21 2019 05:18:40.070000.00,
        71,          0.071000000,                  281,                 -700,Sun Apr 21 2019 05:18:40.071000.00,
        72,          0.072000001,                  281,                 -707,Sun Apr 21 2019 05:18:40.072000.00,
        73,          0.073000001,                  282,                 -715,Sun Apr 21 2019 05:18:40.073000.00,
        74,          0.074000000,                  282,                 -722,Sun Apr 21 2019 05:18:40.074000.00,
