POSITION,1,E:\double-sphere data\h1s1-1.avi,ft,0,0,1,
  ImageNr.,        TimeFromTrig.,                   X0,                   Y0,                    Absolute Time,
        15,          0.015000001,                  292,                 -149,Sun Apr 21 2019 04:41:36.015000.00,
        16,          0.016000001,                  293,                 -160,Sun Apr 21 2019 04:41:36.016000.00,
        17,          0.017000000,                  294,                 -171,Sun Apr 21 2019 04:41:36.017000.00,
        18,          0.018000000,                  294,                 -182,Sun Apr 21 2019 04:41:36.018000.00,
        19,          0.019000000,                  295,                 -193,Sun Apr 21 2019 04:41:36.019000.00,
        20,          0.020000000,                  296,                 -205,Sun Apr 21 2019 04:41:36.020000.00,
        21,          0.021000001,                  297,                 -216,Sun Apr 21 2019 04:41:36.021000.00,
        22,          0.022000001,                  297,                 -226,Sun Apr 21 2019 04:41:36.022000.00,
        23,          0.023000000,                  298,                 -228,Sun Apr 21 2019 04:41:36.023000.00,
        24,          0.024000000,                  297,                 -228,Sun Apr 21 2019 04:41:36.024000.00,
        25,          0.025000000,                  297,                 -228,Sun Apr 21 2019 04:41:36.025000.00,
        26,          0.026000001,                  297,                 -228,Sun Apr 21 2019 04:41:36.026000.00,
        27,          0.027000001,                  297,                 -229,Sun Apr 21 2019 04:41:36.027000.00,
        28,          0.028000000,                  297,                 -229,Sun Apr 21 2019 04:41:36.028000.00,
        29,          0.029000000,                  297,                 -229,Sun Apr 21 2019 04:41:36.029000.00,
        30,          0.030000000,                  297,                 -229,Sun Apr 21 2019 04:41:36.030000.00,
        31,          0.031000000,                  297,                 -230,Sun Apr 21 2019 04:41:36.031000.00,
        32,          0.032000001,                  297,                 -230,Sun Apr 21 2019 04:41:36.032000.00,
        33,          0.033000001,                  296,                 -230,Sun Apr 21 2019 04:41:36.033000.00,
        34,          0.034000000,                  296,                 -231,Sun Apr 21 2019 04:41:36.034000.00,
        35,          0.035000000,                  296,                 -231,Sun Apr 21 2019 04:41:36.035000.00,
        36,          0.036000000,                  296,                 -231,Sun Apr 21 2019 04:41:36.036000.00,
        37,          0.037000000,                  296,                 -232,Sun Apr 21 2019 04:41:36.037000.00,
        38,          0.038000001,                  296,                 -232,Sun Apr 21 2019 04:41:36.038000.00,
        39,          0.039000001,                  296,                 -232,Sun Apr 21 2019 04:41:36.039000.00,
        40,          0.040000000,                  296,                 -232,Sun Apr 21 2019 04:41:36.040000.00,
        41,          0.041000000,                  296,                 -233,Sun Apr 21 2019 04:41:36.041000.00,
        42,          0.042000000,                  296,                 -233,Sun Apr 21 2019 04:41:36.042000.00,
        43,          0.043000001,                  295,                 -234,Sun Apr 21 2019 04:41:36.043000.00,
        44,          0.044000001,                  295,                 -235,Sun Apr 21 2019 04:41:36.044000.00,
        45,          0.045000000,                  295,                 -236,Sun Apr 21 2019 04:41:36.045000.00,
        46,          0.046000000,                  295,                 -236,Sun Apr 21 2019 04:41:36.046000.00,
        47,          0.047000000,                  294,                 -237,Sun Apr 21 2019 04:41:36.047000.00,
        48,          0.048000000,                  294,                 -238,Sun Apr 21 2019 04:41:36.048000.00,
        49,          0.049000001,                  294,                 -238,Sun Apr 21 2019 04:41:36.049000.00,
        50,          0.050000001,                  294,                 -239,Sun Apr 21 2019 04:41:36.050000.00,
        51,          0.051000000,                  294,                 -240,Sun Apr 21 2019 04:41:36.051000.00,
        52,          0.052000000,                  294,                 -241,Sun Apr 21 2019 04:41:36.052000.00,
        53,          0.053000000,                  294,                 -241,Sun Apr 21 2019 04:41:36.053000.00,
        54,          0.054000000,                  293,                 -242,Sun Apr 21 2019 04:41:36.054000.00,
        55,          0.055000001,                  293,                 -242,Sun Apr 21 2019 04:41:36.055000.00,
        56,          0.056000001,                  293,                 -243,Sun Apr 21 2019 04:41:36.056000.00,
        57,          0.057000000,                  293,                 -244,Sun Apr 21 2019 04:41:36.057000.00,
        58,          0.058000000,                  293,                 -245,Sun Apr 21 2019 04:41:36.058000.00,
        59,          0.059000000,                  293,                 -246,Sun Apr 21 2019 04:41:36.059000.00,
        60,          0.060000001,                  293,                 -246,Sun Apr 21 2019 04:41:36.060000.00,
        61,          0.061000001,                  293,                 -247,Sun Apr 21 2019 04:41:36.061000.00,
        62,          0.062000000,                  293,                 -248,Sun Apr 21 2019 04:41:36.062000.00,
        63,          0.063000000,                  293,                 -248,Sun Apr 21 2019 04:41:36.063000.00,
        64,          0.064000000,                  293,                 -249,Sun Apr 21 2019 04:41:36.064000.00,
        65,          0.065000000,                  293,                 -250,Sun Apr 21 2019 04:41:36.065000.00,
