POSITION,1,E:\double-sphere data\h2s1-3.avi,ft,0,0,1,
  ImageNr.,        TimeFromTrig.,                   X0,                   Y0,                    Absolute Time,
         3,          0.003000000,                  310,                 -316,Sun Apr 21 2019 05:00:00.003000.00,
         4,          0.004000001,                  310,                 -316,Sun Apr 21 2019 05:00:00.004000.00,
         5,          0.005000000,                  310,                 -316,Sun Apr 21 2019 05:00:00.005000.00,
         6,          0.006000000,                  310,                 -316,Sun Apr 21 2019 05:00:00.006000.00,
         7,          0.007000000,                  310,                 -316,Sun Apr 21 2019 05:00:00.007000.00,
         8,          0.008000000,                  310,                 -316,Sun Apr 21 2019 05:00:00.008000.00,
         9,          0.009000001,                  310,                 -316,Sun Apr 21 2019 05:00:00.009000.00,
        10,          0.010000001,                  310,                 -316,Sun Apr 21 2019 05:00:00.010000.00,
        11,          0.011000000,                  310,                 -318,Sun Apr 21 2019 05:00:00.011000.00,
        12,          0.012000000,                  309,                 -326,Sun Apr 21 2019 05:00:00.012000.00,
        13,          0.013000000,                  308,                 -334,Sun Apr 21 2019 05:00:00.013000.00,
        14,          0.014000000,                  307,                 -343,Sun Apr 21 2019 05:00:00.014000.00,
        15,          0.015000001,                  306,                 -353,Sun Apr 21 2019 05:00:00.015000.00,
        16,          0.016000001,                  305,                 -362,Sun Apr 21 2019 05:00:00.016000.00,
        17,          0.017000000,                  304,                 -372,Sun Apr 21 2019 05:00:00.017000.00,
        18,          0.018000000,                  303,                 -381,Sun Apr 21 2019 05:00:00.018000.00,
        19,          0.019000000,                  301,                 -390,Sun Apr 21 2019 05:00:00.019000.00,
        20,          0.020000000,                  300,                 -399,Sun Apr 21 2019 05:00:00.020000.00,
        21,          0.021000001,                  299,                 -409,Sun Apr 21 2019 05:00:00.021000.00,
        22,          0.022000001,                  298,                 -418,Sun Apr 21 2019 05:00:00.022000.00,
        23,          0.023000000,                  297,                 -427,Sun Apr 21 2019 05:00:00.023000.00,
        24,          0.024000000,                  296,                 -437,Sun Apr 21 2019 05:00:00.024000.00,
        25,          0.025000000,                  295,                 -446,Sun Apr 21 2019 05:00:00.025000.00,
        26,          0.026000001,                  294,                 -455,Sun Apr 21 2019 05:00:00.026000.00,
        27,          0.027000001,                  293,                 -464,Sun Apr 21 2019 05:00:00.027000.00,
        28,          0.028000000,                  292,                 -474,Sun Apr 21 2019 05:00:00.028000.00,
        29,          0.029000000,                  291,                 -483,Sun Apr 21 2019 05:00:00.029000.00,
        30,          0.030000000,                  290,                 -492,Sun Apr 21 2019 05:00:00.030000.00,
        31,          0.031000000,                  289,                 -501,Sun Apr 21 2019 05:00:00.031000.00,
        32,          0.032000001,                  288,                 -510,Sun Apr 21 2019 05:00:00.032000.00,
        33,          0.033000001,                  287,                 -519,Sun Apr 21 2019 05:00:00.033000.00,
        34,          0.034000000,                  286,                 -529,Sun Apr 21 2019 05:00:00.034000.00,
        35,          0.035000000,                  285,                 -538,Sun Apr 21 2019 05:00:00.035000.00,
        36,          0.036000000,                  284,                 -547,Sun Apr 21 2019 05:00:00.036000.00,
        37,          0.037000000,                  283,                 -556,Sun Apr 21 2019 05:00:00.037000.00,
        38,          0.038000001,                  282,                 -565,Sun Apr 21 2019 05:00:00.038000.00,
        39,          0.039000001,                  281,                 -574,Sun Apr 21 2019 05:00:00.039000.00,
        40,          0.040000000,                  280,                 -583,Sun Apr 21 2019 05:00:00.040000.00,
        41,          0.041000000,                  279,                 -591,Sun Apr 21 2019 05:00:00.041000.00,
        42,          0.042000000,                  278,                 -600,Sun Apr 21 2019 05:00:00.042000.00,
        43,          0.043000001,                  277,                 -609,Sun Apr 21 2019 05:00:00.043000.00,
        44,          0.044000001,                  276,                 -618,Sun Apr 21 2019 05:00:00.044000.00,
        45,          0.045000000,                  275,                 -627,Sun Apr 21 2019 05:00:00.045000.00,
        46,          0.046000000,                  274,                 -636,Sun Apr 21 2019 05:00:00.046000.00,
        47,          0.047000000,                  273,                 -645,Sun Apr 21 2019 05:00:00.047000.00,
        48,          0.048000000,                  272,                 -654,Sun Apr 21 2019 05:00:00.048000.00,
        49,          0.049000001,                  271,                 -663,Sun Apr 21 2019 05:00:00.049000.00,
        50,          0.050000001,                  270,                 -671,Sun Apr 21 2019 05:00:00.050000.00,
