POSITION,1,E:\double-sphere data\h0s1-5.avi,ft,0,0,1,
  ImageNr.,        TimeFromTrig.,                   X0,                   Y0,                    Absolute Time,
         5,          0.005000000,                  306,                 -131,Sun Apr 21 2019 03:49:53.005000.00,
         6,          0.006000000,                  305,                 -142,Sun Apr 21 2019 03:49:53.006000.00,
         7,          0.007000000,                  303,                 -153,Sun Apr 21 2019 03:49:53.007000.00,
         8,          0.008000000,                  302,                 -164,Sun Apr 21 2019 03:49:53.008000.00,
         9,          0.009000001,                  301,                 -175,Sun Apr 21 2019 03:49:53.009000.00,
        10,          0.010000001,                  299,                 -186,Sun Apr 21 2019 03:49:53.010000.00,
        11,          0.011000000,                  298,                 -197,Sun Apr 21 2019 03:49:53.011000.00,
        12,          0.012000000,                  297,                 -208,Sun Apr 21 2019 03:49:53.012000.00,
        13,          0.013000000,                  295,                 -218,Sun Apr 21 2019 03:49:53.013000.00,
        14,          0.014000000,                  294,                 -225,Sun Apr 21 2019 03:49:53.014000.00,
        15,          0.015000001,                  291,                 -226,Sun Apr 21 2019 03:49:53.015000.00,
        16,          0.016000001,                  289,                 -226,Sun Apr 21 2019 03:49:53.016000.00,
        17,          0.017000000,                  287,                 -227,Sun Apr 21 2019 03:49:53.017000.00,
        18,          0.018000000,                  284,                 -227,Sun Apr 21 2019 03:49:53.018000.00,
        19,          0.019000000,                  282,                 -228,Sun Apr 21 2019 03:49:53.019000.00,
        20,          0.020000000,                  280,                 -228,Sun Apr 21 2019 03:49:53.020000.00,
        21,          0.021000001,                  278,                 -229,Sun Apr 21 2019 03:49:53.021000.00,
        22,          0.022000001,                  275,                 -230,Sun Apr 21 2019 03:49:53.022000.00,
        23,          0.023000000,                  273,                 -230,Sun Apr 21 2019 03:49:53.023000.00,
        24,          0.024000000,                  270,                 -231,Sun Apr 21 2019 03:49:53.024000.00,
        25,          0.025000000,                  268,                 -231,Sun Apr 21 2019 03:49:53.025000.00,
        26,          0.026000001,                  265,                 -232,Sun Apr 21 2019 03:49:53.026000.00,
        27,          0.027000001,                  263,                 -232,Sun Apr 21 2019 03:49:53.027000.00,
        28,          0.028000000,                  261,                 -233,Sun Apr 21 2019 03:49:53.028000.00,
        29,          0.029000000,                  258,                 -233,Sun Apr 21 2019 03:49:53.029000.00,
        30,          0.030000000,                  256,                 -234,Sun Apr 21 2019 03:49:53.030000.00,
        31,          0.031000000,                  253,                 -235,Sun Apr 21 2019 03:49:53.031000.00,
        32,          0.032000001,                  251,                 -236,Sun Apr 21 2019 03:49:53.032000.00,
        33,          0.033000001,                  249,                 -236,Sun Apr 21 2019 03:49:53.033000.00,
        34,          0.034000000,                  246,                 -237,Sun Apr 21 2019 03:49:53.034000.00,
        35,          0.035000000,                  244,                 -237,Sun Apr 21 2019 03:49:53.035000.00,
        36,          0.036000000,                  242,                 -238,Sun Apr 21 2019 03:49:53.036000.00,
        37,          0.037000000,                  239,                 -238,Sun Apr 21 2019 03:49:53.037000.00,
        38,          0.038000001,                  237,                 -239,Sun Apr 21 2019 03:49:53.038000.00,
        39,          0.039000001,                  235,                 -240,Sun Apr 21 2019 03:49:53.039000.00,
        40,          0.040000000,                  233,                 -240,Sun Apr 21 2019 03:49:53.040000.00,
        41,          0.041000000,                  230,                 -241,Sun Apr 21 2019 03:49:53.041000.00,
        42,          0.042000000,                  228,                 -241,Sun Apr 21 2019 03:49:53.042000.00,
        43,          0.043000001,                  226,                 -242,Sun Apr 21 2019 03:49:53.043000.00,
        44,          0.044000001,                  224,                 -243,Sun Apr 21 2019 03:49:53.044000.00,
        45,          0.045000000,                  222,                 -243,Sun Apr 21 2019 03:49:53.045000.00,
        46,          0.046000000,                  220,                 -244,Sun Apr 21 2019 03:49:53.046000.00,
        47,          0.047000000,                  218,                 -245,Sun Apr 21 2019 03:49:53.047000.00,
        48,          0.048000000,                  215,                 -246,Sun Apr 21 2019 03:49:53.048000.00,
        49,          0.049000001,                  213,                 -247,Sun Apr 21 2019 03:49:53.049000.00,
        50,          0.050000001,                  211,                 -248,Sun Apr 21 2019 03:49:53.050000.00,
        51,          0.051000000,                  209,                 -248,Sun Apr 21 2019 03:49:53.051000.00,
        52,          0.052000000,                  206,                 -249,Sun Apr 21 2019 03:49:53.052000.00,
        53,          0.053000000,                  204,                 -250,Sun Apr 21 2019 03:49:53.053000.00,
        54,          0.054000000,                  202,                 -250,Sun Apr 21 2019 03:49:53.054000.00,
        55,          0.055000001,                  200,                 -251,Sun Apr 21 2019 03:49:53.055000.00,
        56,          0.056000001,                  198,                 -252,Sun Apr 21 2019 03:49:53.056000.00,
        57,          0.057000000,                  195,                 -253,Sun Apr 21 2019 03:49:53.057000.00,
        58,          0.058000000,                  193,                 -254,Sun Apr 21 2019 03:49:53.058000.00,
        59,          0.059000000,                  191,                 -255,Sun Apr 21 2019 03:49:53.059000.00,
        60,          0.060000001,                  189,                 -256,Sun Apr 21 2019 03:49:53.060000.00,
        61,          0.061000001,                  186,                 -257,Sun Apr 21 2019 03:49:53.061000.00,
        62,          0.062000000,                  184,                 -258,Sun Apr 21 2019 03:49:53.062000.00,
        63,          0.063000000,                  182,                 -259,Sun Apr 21 2019 03:49:53.063000.00,
        64,          0.064000000,                  179,                 -260,Sun Apr 21 2019 03:49:53.064000.00,
        65,          0.065000000,                  177,                 -262,Sun Apr 21 2019 03:49:53.065000.00,
        66,          0.066000001,                  175,                 -263,Sun Apr 21 2019 03:49:53.066000.00,
        67,          0.067000001,                  173,                 -264,Sun Apr 21 2019 03:49:53.067000.00,
        68,          0.068000000,                  170,                 -265,Sun Apr 21 2019 03:49:53.068000.00,
