POSITION,1,E:\double-sphere data\h2s1-5.avi,ft,0,0,1,
  ImageNr.,        TimeFromTrig.,                   X0,                   Y0,                    Absolute Time,
         2,          0.002000000,                  308,                 -135,Sun Apr 21 2019 05:01:25.002000.00,
         3,          0.003000000,                  308,                 -145,Sun Apr 21 2019 05:01:25.003000.00,
         4,          0.004000001,                  308,                 -155,Sun Apr 21 2019 05:01:25.004000.00,
         5,          0.005000000,                  309,                 -166,Sun Apr 21 2019 05:01:25.005000.00,
         6,          0.006000000,                  309,                 -176,Sun Apr 21 2019 05:01:25.006000.00,
         7,          0.007000000,                  309,                 -186,Sun Apr 21 2019 05:01:25.007000.00,
         8,          0.008000000,                  310,                 -196,Sun Apr 21 2019 05:01:25.008000.00,
         9,          0.009000001,                  310,                 -206,Sun Apr 21 2019 05:01:25.009000.00,
        10,          0.010000001,                  310,                 -216,Sun Apr 21 2019 05:01:25.010000.00,
        11,          0.011000000,                  311,                 -218,Sun Apr 21 2019 05:01:25.011000.00,
        12,          0.012000000,                  312,                 -218,Sun Apr 21 2019 05:01:25.012000.00,
        13,          0.013000000,                  312,                 -218,Sun Apr 21 2019 05:01:25.013000.00,
        14,          0.014000000,                  313,                 -218,Sun Apr 21 2019 05:01:25.014000.00,
        15,          0.015000001,                  314,                 -219,Sun Apr 21 2019 05:01:25.015000.00,
        16,          0.016000001,                  314,                 -219,Sun Apr 21 2019 05:01:25.016000.00,
        17,          0.017000000,                  315,                 -219,Sun Apr 21 2019 05:01:25.017000.00,
        18,          0.018000000,                  315,                 -219,Sun Apr 21 2019 05:01:25.018000.00,
        19,          0.019000000,                  316,                 -219,Sun Apr 21 2019 05:01:25.019000.00,
        20,          0.020000000,                  317,                 -220,Sun Apr 21 2019 05:01:25.020000.00,
        21,          0.021000001,                  317,                 -220,Sun Apr 21 2019 05:01:25.021000.00,
        22,          0.022000001,                  318,                 -220,Sun Apr 21 2019 05:01:25.022000.00,
        23,          0.023000000,                  319,                 -221,Sun Apr 21 2019 05:01:25.023000.00,
        24,          0.024000000,                  319,                 -221,Sun Apr 21 2019 05:01:25.024000.00,
        25,          0.025000000,                  320,                 -221,Sun Apr 21 2019 05:01:25.025000.00,
        26,          0.026000001,                  321,                 -222,Sun Apr 21 2019 05:01:25.026000.00,
        27,          0.027000001,                  321,                 -222,Sun Apr 21 2019 05:01:25.027000.00,
        28,          0.028000000,                  322,                 -223,Sun Apr 21 2019 05:01:25.028000.00,
        29,          0.029000000,                  323,                 -223,Sun Apr 21 2019 05:01:25.029000.00,
        30,          0.030000000,                  323,                 -224,Sun Apr 21 2019 05:01:25.030000.00,
        31,          0.031000000,                  324,                 -224,Sun Apr 21 2019 05:01:25.031000.00,
        32,          0.032000001,                  325,                 -225,Sun Apr 21 2019 05:01:25.032000.00,
        33,          0.033000001,                  325,                 -225,Sun Apr 21 2019 05:01:25.033000.00,
        34,          0.034000000,                  326,                 -226,Sun Apr 21 2019 05:01:25.034000.00,
        35,          0.035000000,                  327,                 -226,Sun Apr 21 2019 05:01:25.035000.00,
        36,          0.036000000,                  327,                 -227,Sun Apr 21 2019 05:01:25.036000.00,
        37,          0.037000000,                  328,                 -227,Sun Apr 21 2019 05:01:25.037000.00,
        38,          0.038000001,                  329,                 -228,Sun Apr 21 2019 05:01:25.038000.00,
        39,          0.039000001,                  329,                 -229,Sun Apr 21 2019 05:01:25.039000.00,
        40,          0.040000000,                  330,                 -230,Sun Apr 21 2019 05:01:25.040000.00,
        41,          0.041000000,                  330,                 -230,Sun Apr 21 2019 05:01:25.041000.00,
        42,          0.042000000,                  331,                 -231,Sun Apr 21 2019 05:01:25.042000.00,
        43,          0.043000001,                  332,                 -232,Sun Apr 21 2019 05:01:25.043000.00,
        44,          0.044000001,                  332,                 -232,Sun Apr 21 2019 05:01:25.044000.00,
        45,          0.045000000,                  333,                 -233,Sun Apr 21 2019 05:01:25.045000.00,
        46,          0.046000000,                  334,                 -234,Sun Apr 21 2019 05:01:25.046000.00,
        47,          0.047000000,                  334,                 -235,Sun Apr 21 2019 05:01:25.047000.00,
        48,          0.048000000,                  335,                 -236,Sun Apr 21 2019 05:01:25.048000.00,
        49,          0.049000001,                  336,                 -236,Sun Apr 21 2019 05:01:25.049000.00,
        50,          0.050000001,                  336,                 -237,Sun Apr 21 2019 05:01:25.050000.00,
        51,          0.051000000,                  337,                 -238,Sun Apr 21 2019 05:01:25.051000.00,
        52,          0.052000000,                  338,                 -239,Sun Apr 21 2019 05:01:25.052000.00,
        53,          0.053000000,                  338,                 -240,Sun Apr 21 2019 05:01:25.053000.00,
        54,          0.054000000,                  339,                 -241,Sun Apr 21 2019 05:01:25.054000.00,
        55,          0.055000001,                  340,                 -242,Sun Apr 21 2019 05:01:25.055000.00,
        56,          0.056000001,                  340,                 -243,Sun Apr 21 2019 05:01:25.056000.00,
        57,          0.057000000,                  341,                 -244,Sun Apr 21 2019 05:01:25.057000.00,
        58,          0.058000000,                  342,                 -245,Sun Apr 21 2019 05:01:25.058000.00,
        59,          0.059000000,                  342,                 -246,Sun Apr 21 2019 05:01:25.059000.00,
        60,          0.060000001,                  343,                 -247,Sun Apr 21 2019 05:01:25.060000.00,
        61,          0.061000001,                  344,                 -248,Sun Apr 21 2019 05:01:25.061000.00,
        62,          0.062000000,                  344,                 -249,Sun Apr 21 2019 05:01:25.062000.00,
