POSITION,1,E:\double-sphere data\h3s1-4.avi,ft,0,0,1,
  ImageNr.,        TimeFromTrig.,                   X0,                   Y0,                    Absolute Time,
         3,          0.003000000,                  276,                 -315,Sun Apr 21 2019 05:19:15.003000.00,
         4,          0.004000001,                  276,                 -315,Sun Apr 21 2019 05:19:15.004000.00,
         5,          0.005000000,                  276,                 -315,Sun Apr 21 2019 05:19:15.005000.00,
         6,          0.006000000,                  276,                 -315,Sun Apr 21 2019 05:19:15.006000.00,
         7,          0.007000000,                  276,                 -315,Sun Apr 21 2019 05:19:15.007000.00,
         8,          0.008000000,                  276,                 -315,Sun Apr 21 2019 05:19:15.008000.00,
         9,          0.009000001,                  276,                 -315,Sun Apr 21 2019 05:19:15.009000.00,
        10,          0.010000001,                  276,                 -315,Sun Apr 21 2019 05:19:15.010000.00,
        11,          0.011000000,                  276,                 -316,Sun Apr 21 2019 05:19:15.011000.00,
        12,          0.012000000,                  276,                 -316,Sun Apr 21 2019 05:19:15.012000.00,
        13,          0.013000000,                  276,                 -317,Sun Apr 21 2019 05:19:15.013000.00,
        14,          0.014000000,                  275,                 -324,Sun Apr 21 2019 05:19:15.014000.00,
        15,          0.015000001,                  274,                 -330,Sun Apr 21 2019 05:19:15.015000.00,
        16,          0.016000001,                  273,                 -337,Sun Apr 21 2019 05:19:15.016000.00,
        17,          0.017000000,                  271,                 -344,Sun Apr 21 2019 05:19:15.017000.00,
        18,          0.018000000,                  270,                 -351,Sun Apr 21 2019 05:19:15.018000.00,
        19,          0.019000000,                  269,                 -359,Sun Apr 21 2019 05:19:15.019000.00,
        20,          0.020000000,                  268,                 -366,Sun Apr 21 2019 05:19:15.020000.00,
        21,          0.021000001,                  267,                 -374,Sun Apr 21 2019 05:19:15.021000.00,
        22,          0.022000001,                  266,                 -381,Sun Apr 21 2019 05:19:15.022000.00,
        23,          0.023000000,                  265,                 -389,Sun Apr 21 2019 05:19:15.023000.00,
        24,          0.024000000,                  264,                 -396,Sun Apr 21 2019 05:19:15.024000.00,
        25,          0.025000000,                  263,                 -404,Sun Apr 21 2019 05:19:15.025000.00,
        26,          0.026000001,                  262,                 -411,Sun Apr 21 2019 05:19:15.026000.00,
        27,          0.027000001,                  261,                 -419,Sun Apr 21 2019 05:19:15.027000.00,
        28,          0.028000000,                  260,                 -426,Sun Apr 21 2019 05:19:15.028000.00,
        29,          0.029000000,                  259,                 -434,Sun Apr 21 2019 05:19:15.029000.00,
        30,          0.030000000,                  258,                 -441,Sun Apr 21 2019 05:19:15.030000.00,
