POSITION,1,E:\double-sphere data\h1d1-29.avi,ft,0,0,1,
  ImageNr.,        TimeFromTrig.,                   X0,                   Y0,                    Absolute Time,
        11,          0.011000000,                  303,                 -333,Mon Apr 22 2019 07:36:10.011000.00,
        12,          0.012000000,                  303,                 -333,Mon Apr 22 2019 07:36:10.012000.00,
        13,          0.013000000,                  303,                 -333,Mon Apr 22 2019 07:36:10.013000.00,
        14,          0.014000000,                  303,                 -333,Mon Apr 22 2019 07:36:10.014000.00,
        15,          0.015000001,                  303,                 -333,Mon Apr 22 2019 07:36:10.015000.00,
        16,          0.016000001,                  303,                 -333,Mon Apr 22 2019 07:36:10.016000.00,
        17,          0.017000000,                  303,                 -333,Mon Apr 22 2019 07:36:10.017000.00,
        18,          0.018000000,                  303,                 -333,Mon Apr 22 2019 07:36:10.018000.00,
        19,          0.019000000,                  303,                 -333,Mon Apr 22 2019 07:36:10.019000.00,
        20,          0.020000000,                  303,                 -334,Mon Apr 22 2019 07:36:10.020000.00,
        21,          0.021000001,                  303,                 -334,Mon Apr 22 2019 07:36:10.021000.00,
        22,          0.022000001,                  303,                 -339,Mon Apr 22 2019 07:36:10.022000.00,
        23,          0.023000000,                  304,                 -345,Mon Apr 22 2019 07:36:10.023000.00,
        24,          0.024000000,                  304,                 -350,Mon Apr 22 2019 07:36:10.024000.00,
        25,          0.025000000,                  305,                 -356,Mon Apr 22 2019 07:36:10.025000.00,
        26,          0.026000001,                  305,                 -363,Mon Apr 22 2019 07:36:10.026000.00,
        27,          0.027000001,                  306,                 -369,Mon Apr 22 2019 07:36:10.027000.00,
        28,          0.028000000,                  306,                 -376,Mon Apr 22 2019 07:36:10.028000.00,
        29,          0.029000000,                  307,                 -383,Mon Apr 22 2019 07:36:10.029000.00,
        30,          0.030000000,                  308,                 -389,Mon Apr 22 2019 07:36:10.030000.00,
        31,          0.031000000,                  308,                 -396,Mon Apr 22 2019 07:36:10.031000.00,
        32,          0.032000001,                  309,                 -403,Mon Apr 22 2019 07:36:10.032000.00,
        33,          0.033000001,                  309,                 -409,Mon Apr 22 2019 07:36:10.033000.00,
        34,          0.034000000,                  310,                 -416,Mon Apr 22 2019 07:36:10.034000.00,
        35,          0.035000000,                  311,                 -422,Mon Apr 22 2019 07:36:10.035000.00,
        36,          0.036000000,                  311,                 -429,Mon Apr 22 2019 07:36:10.036000.00,
        37,          0.037000000,                  312,                 -436,Mon Apr 22 2019 07:36:10.037000.00,
        38,          0.038000001,                  312,                 -442,Mon Apr 22 2019 07:36:10.038000.00,
        39,          0.039000001,                  313,                 -449,Mon Apr 22 2019 07:36:10.039000.00,
        40,          0.040000000,                  314,                 -455,Mon Apr 22 2019 07:36:10.040000.00,
        41,          0.041000000,                  314,                 -462,Mon Apr 22 2019 07:36:10.041000.00,
        42,          0.042000000,                  315,                 -469,Mon Apr 22 2019 07:36:10.042000.00,
        43,          0.043000001,                  316,                 -475,Mon Apr 22 2019 07:36:10.043000.00,
        44,          0.044000001,                  316,                 -482,Mon Apr 22 2019 07:36:10.044000.00,
        45,          0.045000000,                  317,                 -488,Mon Apr 22 2019 07:36:10.045000.00,
        46,          0.046000000,                  318,                 -495,Mon Apr 22 2019 07:36:10.046000.00,
        47,          0.047000000,                  318,                 -501,Mon Apr 22 2019 07:36:10.047000.00,
        48,          0.048000000,                  319,                 -508,Mon Apr 22 2019 07:36:10.048000.00,
        49,          0.049000001,                  320,                 -515,Mon Apr 22 2019 07:36:10.049000.00,
        50,          0.050000001,                  320,                 -521,Mon Apr 22 2019 07:36:10.050000.00,
        51,          0.051000000,                  321,                 -528,Mon Apr 22 2019 07:36:10.051000.00,
        52,          0.052000000,                  322,                 -534,Mon Apr 22 2019 07:36:10.052000.00,
        53,          0.053000000,                  322,                 -541,Mon Apr 22 2019 07:36:10.053000.00,
        54,          0.054000000,                  323,                 -548,Mon Apr 22 2019 07:36:10.054000.00,
        55,          0.055000001,                  324,                 -554,Mon Apr 22 2019 07:36:10.055000.00,
        56,          0.056000001,                  324,                 -561,Mon Apr 22 2019 07:36:10.056000.00,
